ID,Posición,Area,Á.liq.,Grupo de personal,CODIGO POSTAL,Motivo de la RENUNCIA,Tipo de Baja,Banda,Baja,ReglaPHT,Alta,Antigüedad Clas,Antigüedad,Clave de sexo,Lugar de nacimiento,Clasificacion L. N,Edad del empleado,¿Cuanto tiempo tiene viviendo en Cd. Juarez?,Estado Civil,Hijos
390,POS750,TEF,S5,Indirect,32583,Vol-Otro empleo,Voluntario,DNO,04/07/2023,ADMINIST,08/08/2019,4 - 5 Años,1426,Masculino,CHIHUAHUA,ESTADO,26,Menos de un año,Soltero,0
391,POS1323,VS9-ABS,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DO,04/07/2023,JT012324,15/10/2020,1 - 3 Años,992,Femenino,CHIHUAHUA,ESTADO,45,10+ Years,U.Libre,4
392,POS538,VS5,S5,Direct,32599,Vol-Otro empleo,Voluntario,DO,04/07/2023,JF060600,05/01/2021,1 - 3 Años,910,Femenino,JUAREZ,CIUDAD ,22,10+ Years,Soltero,0
393,POS538,VS9-ABS,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DO,04/07/2023,JT031800,01/12/2022,1 - 3 Años,215,Femenino,VERACRUZ,PAIS,31,8-9 Years,Casado,2
394,POS1380,MFS,S5,Direct,32500,Vol-Insatisfacción personal,Voluntario,DO,04/07/2023,JF060600,22/12/2022,1 - 3 Años,194,Femenino,CHIHUAHUA,ESTADO,21,10+ Years,Soltero,0
395,POS1380,MFS,S5,Direct,32695,Vol-Insatisfacción personal,Voluntario,DO,04/07/2023,JT031800,05/01/2023,1 - 6 Meses,180,Femenino,VERACRUZ,PAIS,39,4-5 Years,Casado,2
396,POS1323,VS5,S5,Direct,32720,Imp.Tra-Ausentismos continuos,Impuesta,DO,04/07/2023,JS011500,26/01/2023,1 - 6 Meses,159,Femenino,SAN LUCAS OJITLAN,PAIS,18,Menos de un año,Soltero,0
397,POS1323,VS9-ABS,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,04/07/2023,JS011500,02/02/2023,1 - 6 Meses,152,Masculino,CIUDAD JUAREZ,CIUDAD ,20,6-7 Years,Soltero,0
398,POS2939,VS7,S5,Direct,32590,Vol-No regreso / no dio razón,Voluntario,DO,05/07/2023,JT012324,25/05/2023,1 - 6 Meses,41,Femenino,CHIHUAHUA,ESTADO,31,7-8 Years,Soltero,1
399,POS2939,VS7,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,05/07/2023,JT012324,25/05/2023,1 - 6 Meses,41,Femenino,GUANAJUATO,PAIS,24,3-4 Years,Soltero,1
400,POS1323,VS9-ABS,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,07/07/2023,JF010600,02/03/2023,1 - 6 Meses,127,Masculino,CHIHUAHUA,ESTADO,24,Menos de un año,Soltero,0
401,POS343,VS5,S6,Exempt,32543,Imp.Tra-Jubilación,Impuesta,E3,07/07/2023,JS011500,28/12/2005,10+ Años,6400,Masculino,CHIHUAHUA CHIH.,ESTADO,55,Menos de un año,Soltero,0
402,POS538,VS1,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,10/07/2023,JT031800,10/01/2023,6 - 11 Meses,181,Femenino,DURANGO,PAIS,25,Menos de un año,Soltero,0
403,POS538,VS7,S5,Direct,32696,Vol-No regreso / no dio razón,Voluntario,DO,10/07/2023,JT031800,01/06/2023,1 - 6 Meses,39,Masculino,VERACRUZ,PAIS,21,Menos de un año,Soltero,0
404,POS1380,MFS,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,10/07/2023,JF060600,21/12/2016,6 - 10 Años,2392,Femenino,TORREON,PAIS,31,Menos de un año,Soltero,2
405,POS347,LOG,S5,Direct,32599,Imp.Tra-LFT y/o Reglamento Int.,Impuesta,DNO,10/07/2023,JF010600,06/01/2016,6 - 10 Años,2742,Masculino,CIUDAD JUAREZ,CIUDAD ,27,10+ Years,Casado,2
406,POS1921,MFS,S5,Direct,32590,Vol-Insatisfacción personal,Voluntario,DO,11/07/2023,JS011500,26/09/2019,4 - 5 Años,1384,Masculino,TORREON,PAIS,57,Menos de un año,Soltero,3
407,POS1323,VS9-ABS,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DO,11/07/2023,JT012324,15/10/2020,1 - 3 Años,999,Femenino,ZACATECAS,PAIS,45,2-3 Years,Casado,3
408,POS347,LOG,S5,Direct,32573,Vol-Otro empleo,Voluntario,DNO,11/07/2023,JF050600,01/12/2020,1 - 3 Años,952,Masculino,JUAREZ,CIUDAD ,24,10+ Years,Soltero,0
409,POS1559,MFS,S5,Direct,32310,Vol-Cambio de domicilio,Voluntario,DNO,11/07/2023,JF010600,04/08/2022,1 - 3 Años,341,Masculino,JUAREZ,CIUDAD ,27,10+ Years,Soltero,0
410,POS538,VS9-ABS,S5,Direct,32575,Vol-Insatisfacción personal,Voluntario,DO,11/07/2023,JT031800,22/12/2022,1 - 3 Años,201,Masculino,VERACRUZ,PAIS,32,10+ Years,Soltero,1
411,POS1323,VS5,S5,Direct,32540,Imp.Tra-Ausentismos continuos,Impuesta,DO,11/07/2023,JF010600,19/01/2023,1 - 6 Meses,173,Femenino,CHIHUAHUA,ESTADO,39,10+ Years,U.Libre,1
412,POS1323,VS5,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,11/07/2023,JT012324,23/02/2023,1 - 6 Meses,138,Masculino,JUAREZ,CIUDAD ,19,8-9 Years,U.Libre,0
413,POS2003,TEF,S5,Direct,32599,Vol-Estudios,Voluntario,DNO,11/07/2023,ADMINIST,20/04/2023,1 - 6 Meses,82,Masculino,CIUDAD JUAREZ,CIUDAD ,23,Menos de un año,Soltero,0
414,POS2939,VS1,S5,Direct,32575,Vol-Razones médicas,Voluntario,DO,11/07/2023,JF010600,15/06/2023,Menos de un Mes,26,Femenino,JUAREZ,CIUDAD ,26,10+ Years,Soltero,1
415,POS538,VS9-ABS,S5,Direct,32600,Vol-Estudios,Voluntario,DO,11/07/2023,JT031800,15/06/2023,Menos de un Mes,26,Masculino,CHIHUAHUA,ESTADO,19,10+ Years,Soltero,0
416,POS1921,MFS,S5,Direct,32594,Vol-Prob personales y/o fam.,Voluntario,DO,11/07/2023,JF010600,22/10/2014,6 - 10 Años,3184,Masculino,CARDENAS,ESTADO,30,10+ Years,Casado,1
417,POS1376,VS7,S5,Direct,32594,Vol-Cambio de domicilio,Voluntario,DNO,11/07/2023,JF010600,07/09/2016,6 - 10 Años,2498,Masculino,CARDENAS,ESTADO,30,10+ Years,Soltero,0
418,POS1380,MFS,S5,Direct,32590,Vol-Otro empleo,Voluntario,DO,18/07/2023,JT031800,22/09/2022,1 - 3 Años,299,Masculino,CHIHUAHUA,ESTADO,29,10+ Years,Soltero,0
419,POS1921,MFS,S5,Direct,32599,Vol-Prob personales y/o fam.,Voluntario,DO,18/07/2023,JF010600,22/09/2022,1 - 3 Años,299,Femenino,CIUDAD JUAREZ,CIUDAD ,38,10+ Years,U.Libre,3
420,POS538,VS9-ABS,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,18/07/2023,JF060600,17/11/2022,1 - 3 Años,243,Masculino,VERACRUZ,PAIS,24,4-5 Years,Soltero,1
421,POS1921,MFS,S5,Direct,32551,Vol-Prob personales y/o fam.,Voluntario,DO,18/07/2023,JT012324,05/01/2023,6 - 11 Meses,194,Femenino,VERACRUZ,PAIS,25,10+ Years,Casado,2
422,POS347,LOG,S5,Direct,32594,Vol-Insatisfacción personal,Voluntario,DNO,18/07/2023,JF010600,11/05/2023,1 - 6 Meses,68,Masculino,CHIHUAHUA,ESTADO,43,10+ Years,Casado,2
423,POS2939,VS9-ABS,S5,Direct,32575,Vol-Insatisfacción personal,Voluntario,DO,18/07/2023,JS011500,22/06/2023,Menos de un Mes,26,Masculino,VERACRUZ,PAIS,24,10+ Years,Soltero,0
424,POS1323,VS1,S5,Direct,32600,Imp.Tra-Ausentismos continuos,Impuesta,DO,18/07/2023,JF010600,11/01/2018,4 - 5 Años,2014,Masculino,JUAREZ,CIUDAD ,24,10+ Years,Soltero,0
425,POS538,VS1,S5,Direct,32695,Vol-Prob personales y/o fam.,Voluntario,DO,18/07/2023,JF060600,30/07/2007,10+ Años,5832,Femenino,SAN ANDRES OAX,PAIS,45,10+ Years,U.Libre,2
426,POS2003,VS7,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DO,18/07/2023,JS011500,16/03/2016,6 - 10 Años,2680,Masculino,MISANTLA,PAIS,45,Menos de un año,Soltero,0
427,POS2939,VS9-ABS,S5,Direct,32586,Vol-No regreso / no dio razón,Voluntario,DO,19/07/2023,JT012324,22/06/2023,Menos de un Mes,27,Femenino,JUAREZ,CIUDAD ,27,10+ Years,Casado,2
428,POS2939,VS9-ABS,S5,Direct,32586,Vol-No regreso / no dio razón,Voluntario,DO,19/07/2023,JT012324,22/06/2023,Menos de un Mes,27,Femenino,JUAREZ,CIUDAD ,24,10+ Years,U.Libre,2
429,POS347,LOG,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DNO,19/07/2023,JF010600,27/10/2014,6 - 10 Años,3187,Masculino,TORREON,PAIS,37,10+ Years,Casado,3
430,POS1323,VS9-ABS,S5,Direct,32599,Vol-Transferencia entre planta,Voluntario,DO,21/07/2023,JF010600,01/09/2022,1 - 3 Años,323,Femenino,JUAREZ,CIUDAD ,23,Menos de un año,Soltero,0
431,POS1323,VS9-ABS,S5,Direct,32599,Vol-Transferencia entre planta,Voluntario,DO,21/07/2023,JF010600,03/07/2013,6 - 10 Años,3670,Femenino,VERACRUZ,PAIS,38,Menos de un año,Casado,2
432,POS1323,VS1,S5,Direct,32599,Vol-No regreso / no dio razón,Voluntario,DO,24/07/2023,JF010600,23/08/2018,4 - 5 Años,1796,Femenino,JUAREZ,CIUDAD ,27,Menos de un año,Soltero,0
433,POS1921,MFS,S5,Direct,32590,Vol-No regreso / no dio razón,Voluntario,DO,24/07/2023,JS011500,09/03/2023,1 - 6 Meses,137,Masculino,SAN JUAN BAUTISTA TUXTEPE,PAIS,30,Menos de un año,Casado,2
434,POS1380,MFS,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,24/07/2023,JT031800,29/06/2023,Menos de un Mes,25,Femenino,CHIHUAHUA,ESTADO,18,Menos de un año,U.Libre,0
435,POS1323,VS7,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,25/07/2023,JT012324,30/03/2023,1 - 6 Meses,117,Femenino,DURANGO,PAIS,36,10+ Years,U.Libre,3
436,POS1323,VS9-ABS,S5,Direct,27000,Vol-Transferencia entre planta,Voluntario,DO,28/07/2023,JS011500,03/10/2022,1 - 3 Años,298,Femenino,TAMAULIPAS,PAIS,43,Menos de un año,Divorciado,2
437,POS1230,VS4,S5,Direct,32190,Imp.Tra-Jubilación,Impuesta,DNO,28/07/2023,JS011500,18/07/2005,10+ Años,6584,Masculino,"CD. JUAREZ, CHIHUAHUA",CIUDAD ,55,Menos de un año,Casado,4
438,POS1230,VS9-ABS,S5,Direct,32600,Vol-Transferencia entre planta,Voluntario,DNO,28/07/2023,ADMINIST,27/07/2017,6 - 10 Años,2192,Masculino,CHIHUAHUA,ESTADO,24,Menos de un año,Soltero,0
439,POS2553,LOG,S6,Exempt,32472,Vol-Otro empleo,Voluntario,E4,28/07/2023,ADMINIST,16/02/2016,6 - 10 Años,2719,Masculino,HIDALGO DEL PARRAL,ESTADO,48,Menos de un año,Soltero,0
440,POS1010,TEF,S6,Managers,32540,Vol-Transferencia entre planta,Voluntario,SL1,29/07/2023,ADMINIST,23/04/2001,10+ Años,8132,Masculino,"HIDALGO DEL PARRAL, CHIH.",ESTADO,51,Menos de un año,Casado,2
441,POS2094,TEF,S5,Indirect,32696,Vol-Transferencia entre planta,Voluntario,DNO,29/07/2023,ADMINIST,08/06/2016,6 - 10 Años,2607,Masculino,CHOAPAM,PAIS,46,Menos de un año,Casado,0
442,POS538,VS9-ABS,S5,Direct,32590,Vol-No regreso / no dio razón,Voluntario,DO,31/07/2023,JT031800,06/07/2023,Menos de un Mes,25,Masculino,OTEAPAN,PAIS,48,Menos de un año,Viudo,4
443,POS1373,QMM,S5,Direct,32720,Vol-Otro empleo,Voluntario,DNO,01/08/2023,JF010600,28/02/2019,4 - 5 Años,1615,Femenino,JUAREZ,CIUDAD ,27,10+ Years,Soltero,0
444,POS1921,MFS,S5,Direct,32575,Vol-Insatisfacción personal,Voluntario,DO,01/08/2023,JS011500,16/01/2020,1 - 3 Años,1293,Femenino,JUAREZ,CIUDAD ,23,Menos de un año,Soltero,0
445,POS538,VS1-HOUS,S5,Direct,32575,Vol-Razones médicas,Voluntario,DO,01/08/2023,JF060600,08/09/2022,1 - 3 Años,327,Femenino,JUAREZ,CIUDAD ,34,10+ Years,Soltero,3
446,POS1380,MFS,S5,Direct,32695,Vol-Estudios,Voluntario,DO,01/08/2023,JT031800,08/09/2022,1 - 3 Años,327,Femenino,CHIHUAHUA,ESTADO,26,10+ Years,Soltero,0
447,POS538,VS9-ABS,S5,Direct,32590,Vol-Prob personales y/o fam.,Voluntario,DO,01/08/2023,JF060600,02/03/2023,1 - 6 Meses,152,Femenino,CHIHUAHUA,ESTADO,20,10+ Years,U.Libre,1
448,POS538,VS7,S5,Direct,32590,Vol-Cambio de domicilio,Voluntario,DO,01/08/2023,JT031800,20/04/2023,1 - 6 Meses,103,Masculino,ZACATECAS,PAIS,33,10+ Years,Casado,3
449,POS538,VS7,S5,Direct,32575,Vol-Estudios,Voluntario,DO,01/08/2023,JT031800,01/06/2023,1 - 6 Meses,61,Masculino,JUAREZ,CIUDAD ,19,10+ Years,Soltero,0
450,POS347,LOG,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DNO,01/08/2023,JS011500,13/07/2023,Menos de un Mes,19,Masculino,SAN LUCAS OJITLAN,PAIS,24,Menos de un año,U.Libre,0
451,POS2939,VS5,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,02/08/2023,JF010600,29/06/2023,1 - 6 Meses,34,Masculino,CIUDAD JUAREZ,CIUDAD ,22,10+ Years,Soltero,0
452,POS1111,VS5,S5,Indirect,32573,Vol-Transferencia entre planta,Voluntario,DNO,04/08/2023,JF010600,11/03/2019,4 - 5 Años,1607,Masculino,JUAREZ,CIUDAD ,26,10+ Years,Soltero,0
453,POS1181,LOG,S6,Exempt,32583,Vol-Otro empleo,Voluntario,E3,04/08/2023,ADMINIST,09/12/2021,1 - 3 Años,603,Masculino,CHIHUAHUA,ESTADO,25,Menos de un año,Soltero,1
454,POS1323,VS9-ABS,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,04/08/2023,JF010600,01/12/2022,1 - 3 Años,246,Femenino,CHIHUAHUA,ESTADO,20,Menos de un año,Soltero,1
455,POS1921,MFS,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,04/08/2023,JF010600,29/12/2022,1 - 3 Años,218,Femenino,CIUDAD JUAREZ,CIUDAD ,20,Menos de un año,Soltero,0
456,POS2939,VS7,S5,Direct,27000,Imp.Tra-Falsificación de Documentos,Impuesta,DO,04/08/2023,JS011500,22/06/2023,1 - 6 Meses,43,Femenino,CHIHUAHUA,ESTADO,24,Menos de un año,Soltero,0
457,POS2939,VS9-ABS,S5,Direct,32598,Vol-Transferencia entre planta,Voluntario,DO,04/08/2023,JF010600,29/06/2023,1 - 6 Meses,36,Femenino,CIUDAD JUAREZ,CIUDAD ,19,Menos de un año,Soltero,0
458,POS2939,VS5,S5,Direct,32599,Imp.Tra-Falsificación de Documentos,Impuesta,DO,04/08/2023,JS011500,13/07/2023,Menos de un Mes,22,Masculino,JUAREZ,CIUDAD ,23,Menos de un año,Soltero,0
459,POS1788,TEF,S6,Exempt,32560,Vol-Otro empleo,Voluntario,E4,04/08/2023,ADMINIST,30/01/2006,10+ Años,6395,Masculino,"CD. JUAREZ, CHIH.",CIUDAD ,48,Menos de un año,Casado,3
460,POS2802,TEF,S5,Direct,32575,Imp.Tra-Jubilación,Impuesta,DNO,04/08/2023,JF010600,16/02/2011,10+ Años,4552,Femenino,CD JUAREZ,CIUDAD ,55,Menos de un año,U.Libre,3
461,POS2939,VS7,S5,Direct,32598,Vol-No regreso / no dio razón,Voluntario,DO,07/08/2023,JT012324,08/06/2023,1 - 6 Meses,60,Masculino,CHIHUAHUA,ESTADO,35,Menos de un año,U.Libre,2
462,POS1323,VS7,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,08/08/2023,JF010600,04/04/2019,4 - 5 Años,1587,Femenino,MEXICO,PAIS,23,10+ Years,Soltero,0
463,POS538,VS1-HOUS,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,08/08/2023,JF060600,25/07/2019,4 - 5 Años,1475,Femenino,JUAREZ,CIUDAD ,31,10+ Years,Soltero,3
464,POS1323,VS5,S5,Direct,32575,Vol-Estudios,Voluntario,DO,08/08/2023,JT012324,25/08/2022,1 - 3 Años,348,Masculino,OAXACA,PAIS,19,2-3 Years,Soltero,0
465,POS2939,VS7,S5,Direct,32580,Vol-No regreso / no dio razón,Voluntario,DO,08/08/2023,JS011500,08/06/2023,1 - 6 Meses,61,Femenino,CHIHUAHUA,ESTADO,19,Menos de un año,Soltero,0
466,POS2939,VS9-ABS,S5,Direct,32599,Vol-Insatisfacción personal,Voluntario,DO,08/08/2023,JF010600,08/06/2023,1 - 6 Meses,61,Masculino,OAXACA,PAIS,26,Menos de un año,Soltero,0
467,POS2939,VS9-ABS,S5,Direct,32552,Vol-Estudios,Voluntario,DO,08/08/2023,JF010600,22/06/2023,1 - 6 Meses,47,Masculino,JUAREZ,CIUDAD ,19,10+ Years,Soltero,0
468,POS1380,MFS,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,08/08/2023,JF060600,17/07/2013,6 - 10 Años,3674,Femenino,OCOSINGO,PAIS,30,10+ Years,Casado,1
469,POS2003,MFS,S5,Direct,32599,Vol-Cambio de domicilio,Voluntario,DO,08/08/2023,JF050600,03/02/2016,6 - 10 Años,2743,Femenino,COSAMALOPAPAN,PAIS,34,10+ Years,Soltero,0
470,POS2939,VS1-HOUS,S5,Direct,32600,Vol-Transferencia entre planta,Voluntario,DO,11/08/2023,JS011500,24/10/2019,4 - 5 Años,1387,Femenino,CHIHUAHUA,ESTADO,22,Menos de un año,Soltero,0
471,POS1323,VS9-ABS,S5,Direct,32583,Vol-Transferencia entre planta,Voluntario,DO,11/08/2023,JS011500,02/03/2023,1 - 6 Meses,162,Femenino,JUAREZ,CIUDAD ,27,Menos de un año,Soltero,0
472,POS2988,TEF,S5,Direct,32422,Vol-Otro empleo,Voluntario,DNO,15/08/2023,JF010600,01/02/2018,4 - 5 Años,2021,Masculino,PUEBLA,PAIS,24,6-7 Years,Soltero,0
473,POS1380,MFS,S5,Direct,32576,Vol-Otro empleo,Voluntario,DO,15/08/2023,JF060600,19/11/2020,1 - 3 Años,999,Femenino,JUAREZ,CIUDAD ,21,10+ Years,Soltero,0
474,POS2718,VS1-HOUS,S5,Indirect,32674,Vol-Otro empleo,Voluntario,DNO,15/08/2023,JF010600,15/04/2021,1 - 3 Años,852,Femenino,CHIHUAHUA,ESTADO,23,10+ Years,Soltero,0
475,POS1323,VS9-ABS,S5,Direct,32546,Vol-Cambio de domicilio,Voluntario,DO,15/08/2023,JS011500,04/08/2022,1 - 3 Años,376,Masculino,MOLOACAN,PAIS,36,1-2 Years ,U.Libre,1
476,POS1323,VS7,S5,Direct,32674,Vol-Transferencia entre planta,Voluntario,DO,18/08/2023,JF010600,04/08/2022,1 - 3 Años,379,Femenino,CIUDAD JUAREZ,CIUDAD ,21,10+ Years,Soltero,0
477,POS1921,MFS,S5,Direct,32560,Imp.Tra-Ausentismos continuos,Impuesta,DO,15/08/2023,JS011500,24/11/2022,1 - 3 Años,264,Masculino,CIUDAD JUAREZ,CIUDAD ,26,Menos de un año,Casado,1
478,POS347,LOG,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DNO,15/08/2023,JS011500,15/12/2022,1 - 3 Años,243,Masculino,SAN FELIPE USILA,PAIS,35,10+ Years,Casado,3
479,POS1921,MFS,S5,Direct,32600,Vol-No regreso / no dio razón,Voluntario,DO,17/08/2023,JF010600,12/01/2023,6 - 11 Meses,217,Femenino,CHIAPAS,PAIS,31,Menos de un año,U.Libre,4
480,POS538,VS7,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,14/08/2023,JT031800,01/06/2023,1 - 6 Meses,74,Femenino,MINATITLAN,PAIS,31,Menos de un año,Soltero,2
481,POS2939,VS7,S5,Direct,32575,Vol-Razones médicas,Voluntario,DO,15/08/2023,JS011500,08/06/2023,1 - 6 Meses,68,Masculino,JUAREZ,CIUDAD ,20,10+ Years,Soltero,0
482,POS347,LOG,S5,Direct,32107,Vol-Cambio de domicilio,Voluntario,DNO,15/08/2023,JF010600,06/07/2023,1 - 6 Meses,40,Masculino,JUAREZ,CIUDAD ,21,10+ Years,Soltero,0
483,POS977,VS1,S6,Managers,32539,Imp.Tra-Jubilación,Impuesta,SL1,15/08/2023,ADMINIST,09/07/2012,10+ Años,4054,Masculino,PIEDRAS NEGRAS,PAIS,61,Menos de un año,Casado,3
484,POS1056,VS4,S6,Exempt,50180,Vol-Otro empleo,Voluntario,E4,18/08/2023,ADMINIST,01/04/2014,6 - 10 Años,3426,Masculino,TOLUCA,PAIS,34,Menos de un año,Soltero,0
485,POS1323,VS9-ABS,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,25/08/2023,JF010600,22/11/2018,4 - 5 Años,1737,Femenino,VERACRUZ,PAIS,25,Menos de un año,Soltero,0
486,POS1323,VS1,S5,Direct,32573,Imp.Pat-Pensionado IMSS,Impuesta,DO,22/08/2023,JF010600,24/01/2019,4 - 5 Años,1671,Masculino,DURANGO,PAIS,25,10+ Years,Soltero,0
487,POS538,VS9-ABS,S5,Direct,32695,Vol-Otro empleo,Voluntario,DO,22/08/2023,JF060600,03/10/2022,1 - 3 Años,323,Masculino,CHIHUAHUA,ESTADO,21,10+ Years,U.Libre,1
488,POS1323,VS5,S5,Direct,32695,Vol-Estudios,Voluntario,DO,22/08/2023,JS011500,10/01/2023,6 - 11 Meses,224,Femenino,JUAREZ,CIUDAD ,22,10+ Years,Casado,1
489,POS1323,VS9-ABS,S5,Direct,32599,Vol-No regreso / no dio razón,Voluntario,DO,22/08/2023,JS011500,02/02/2023,6 - 11 Meses,201,Masculino,FRANCISCO I. MADERO,PAIS,22,Menos de un año,U.Libre,1
490,POS347,LOG,S5,Direct,32599,Vol-No regreso / no dio razón,Voluntario,DNO,21/08/2023,JF010600,09/03/2023,1 - 6 Meses,165,Masculino,CIUDAD JUAREZ,CIUDAD ,23,Menos de un año,U.Libre,1
491,POS1323,VS7,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,25/08/2023,JT021800,30/03/2023,1 - 6 Meses,148,Masculino,AGENCIA TECTUAPAN,PAIS,41,Menos de un año,Casado,1
492,POS2939,VS7,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,25/08/2023,JS011500,08/06/2023,1 - 6 Meses,78,Masculino,OAXACA,PAIS,19,Menos de un año,Soltero,0
493,POS1376,MFS,S5,Direct,32590,Imp.Pat-Pensionado IMSS,Impuesta,DNO,22/08/2023,JS011500,30/03/2015,6 - 10 Años,3067,Masculino,ARRIAGA,PAIS,42,Menos de un año,Casado,3
494,POS1974,VS9-ABS,S6,Exempt,32575,Vol-Prob personales y/o fam.,Voluntario,E3,21/08/2023,ADMINIST,11/12/2017,6 - 10 Años,2079,Femenino,OTUMBA,PAIS,28,Menos de un año,U.Libre,0
495,POS1921,MFS,S5,Direct,32599,Vol-Insatisfacción personal,Voluntario,DO,29/08/2023,JF010600,06/12/2018,4 - 5 Años,1727,Femenino,JUAREZ,CIUDAD ,31,Menos de un año,U.Libre,2
496,POS1323,VS7,S5,Direct,32600,Vol-Otro empleo,Voluntario,DO,29/08/2023,JF010600,16/01/2020,1 - 3 Años,1321,Masculino,CHIHUAHUA,ESTADO,26,10+ Years,Soltero,0
497,POS1323,VS1,S5,Direct,32590,Vol-Transferencia entre planta,Voluntario,DO,01/09/2023,JS011500,08/04/2021,1 - 3 Años,876,Masculino,VERACRUZ,PAIS,44,Menos de un año,U.Libre,3
498,POS538,VS9-ABS,S5,Direct,32599,Vol-Insatisfacción personal,Voluntario,DO,29/08/2023,JT031800,25/08/2022,1 - 3 Años,369,Masculino,JUAREZ,CIUDAD ,19,10+ Years,Soltero,0
499,POS1323,VS1-HOUS,S5,Direct,32575,Vol-Estudios,Voluntario,DO,29/08/2023,JT012324,01/09/2022,1 - 3 Años,362,Femenino,CHIHUAHUA,ESTADO,20,10+ Years,Soltero,0
500,POS2803,VS9-ABS,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DNO,28/08/2023,JF010600,16/03/2023,1 - 6 Meses,165,Masculino,CIUDAD JUAREZ,CIUDAD ,47,Menos de un año,Soltero,2
501,POS2939,VS5,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,31/08/2023,JT012324,08/06/2023,1 - 6 Meses,84,Femenino,CHIHUAHUA,ESTADO,19,9-10 Years,Soltero,0
502,POS2062,VS9-ABS,S6,Exempt,32695,Vol-Transferencia entre planta,Voluntario,E3,01/09/2023,ADMINIST,16/11/2017,6 - 10 Años,2115,Masculino,CHIHUAHUA,ESTADO,53,Menos de un año,U.Libre,5
503,POS1010,QMM,S6,Exempt,32469,Vol-Otro empleo,Voluntario,E4,01/09/2023,ADMINIST,30/11/2017,6 - 10 Años,2101,Femenino,CHIHUAHUA,ESTADO,31,Menos de un año,Soltero,1
504,POS1323,VS7,S5,Direct,32160,Imp.Pat-Pensionado IMSS,Impuesta,DO,28/08/2023,JF010600,30/11/2009,10+ Años,5019,Femenino,"CD. JUAREZ, CHIH",CIUDAD ,53,10+ Years,Divorciado,3
505,POS538,VS1,S5,Direct,32590,Vol-Razones médicas,Voluntario,DO,29/08/2023,JT031800,07/09/2009,10+ Años,5104,Femenino,VERACRUZ,PAIS,49,Menos de un año,U.Libre,2
506,POS2076,HRL,S6,Exempt,32575,Vol-Transferencia entre planta,Voluntario,E3,09/09/2023,ADMINIST,18/10/2018,4 - 5 Años,1787,Femenino,DURANGO,PAIS,34,Menos de un año,Soltero,0
507,POS1921,MFS,S5,Direct,32599,Vol-Insatisfacción personal,Voluntario,DO,05/09/2023,JS011500,01/12/2020,1 - 3 Años,1008,Femenino,JUAREZ,CIUDAD ,21,10+ Years,Soltero,0
508,POS1380,MFS,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DO,05/09/2023,JF060600,22/09/2022,1 - 3 Años,348,Femenino,CIUDAD JUAREZ,CIUDAD ,20,10+ Years,Soltero,0
509,POS1323,VS9-ABS,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,05/09/2023,JF010600,03/11/2022,1 - 3 Años,306,Masculino,JUAREZ,CIUDAD ,30,10+ Years,Soltero,0
510,POS2076,HRL,S6,Exempt,32573,Vol-Cambio de domicilio,Voluntario,E3,08/09/2023,ADMINIST,08/12/2022,1 - 3 Años,274,Femenino,CHIHUAHUA,ESTADO,23,10+ Years,Soltero,0
511,POS1323,VS7,S5,Direct,32599,Vol-Prob personales y/o fam.,Voluntario,DO,05/09/2023,JS011500,16/03/2023,1 - 6 Meses,173,Femenino,TORREON,PAIS,26,1-2 Years ,Soltero,2
512,POS1323,VS9-ABS,S5,Direct,32599,Vol-Prob personales y/o fam.,Voluntario,DO,05/09/2023,JS011500,16/03/2023,1 - 6 Meses,173,Masculino,CHIHUAHUA,ESTADO,25,3-4 Years,Soltero,0
